Question,Link,Answer
How do I duplicate a page in a course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-duplicate-a-page-in-a-course/ta-p/630,"You can duplicate a page in your course. When a page is copied, the word Copy is added to the end of the page name. Duplicating a page defaults the copied page to an unpublished status. All items in the page are duplicated including the page name, content, and options. If a page is used in MasteryPaths, the MasteryPaths setting is also enabled in the copied page. Additionally, any MasteryPaths page also displays in the Assignments index page. If applicable, Pages displays Blueprint Course icons after the page is refreshed. In Course Navigation, click the Pages link. Pages is designed to open to the front page for the course, if there is a front page selected. To select a page from the Pages Index, click the View All Pages button. Locate the page you want to duplicate. Click the Options icon [1], then click the Duplicate button [2]. View the page duplicate in your course. Note: If applicable to your course, Blueprint Course icons display after the page is refreshed."
How do I copy a page to another course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-copy-a-page-to-another-course/ta-p/1085,"As an instructor, you can copy individual pages in one course directly into any active course in which you are enrolled. You can also send pages to other instructors at your institution. When you copy a page, any assets within that page (images, files, etc.) will be included in your page copy. Notes:   In Course Navigation, click the Pages link. Pages is designed to open to the front page for the course, if there is a front page selected. To select a page from the Pages Index, click the View All Pages button. Locate the page you wish to copy, then click the page Options icon [1]. Select the Copy To... option [2]. Enter the name of a course or course code in the Select a Course field [1].  Search results are sorted by term, with the default term first, followed by most recent term start date. Results for each term are sorted alphabetically and display the course name [2], course code [3], and term name [4]. Select the course into which you want to copy the page [5]. Note: The Select a Course drop-down menu only displays courses in which you have an active or future enrollment. Pages cannot be copied to a concluded course. When copying content, a message displays explaining that importing the same course content more than once overwrites any existing content in the course. If you wish, you can copy the page into a specific module and location within a course.  Click or type a module name in the Select a Module field [1]. Then select the module for the copied page. To select a location within the module, click the Place drop-down menu [2]. You can select to copy the page to the top of the module, before or after a specific module item, or at the bottom of a module.   Click the Copy button.  Canvas displays a notification when a page copies successfully [1].  When finished, click the Close icon [2] or the Close button [3].  Copied pages display on the Pages Index Page for the course into which it copied. "
How do I send a page to another instructor?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-send-a-page-to-another-instructor/ta-p/1079,"As an instructor, you can share individual pages in your course with other instructors at your institution. You can also copy an individual page into another course. When you share a page, any assets within that page (images, files, etc.) will be included in the shared file. Notes:   In Course Navigation, click the Pages link. Pages is designed to open to the front page for the course, if there is a front page selected. To select a page from the Pages Index, click the View All Pages button. Locate the page you wish to send to a user, then click the page Options icon [1]. Select the Send to... option [2]. To send your page to another instructor, click or type in the Send to field [1]. Then click the name of the instructor to receive your page [2].  Note: You can send the page to multiple instructors at one time.  You can view all selected recipients in the Send to field [1]. To remove a recipient, click the Remove icon [2]. Note: To share the page to yourself, add your name to the Send to field. Click the Send button.  Canvas displays a notification when content sends successfully. When an instructor receives shared content, a badge displays on the users's Account icon [1] and in the Shared Content link [2]. Learn how to manage received content. "
How do I delete pages in a course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-delete-pages-in-a-course/ta-p/789,"You can delete a single page or multiple pages if you no longer need them in your course. Note: You will be unable to delete a page if it is used as the Front Page for your course. In Course Navigation, click the Pages link. Pages is designed to open to the front page for the course, if there is a front page selected. To select a page from the Pages Index, click the View All Pages button. Select the checkbox of the page or pages you want to delete [1]. Then click the Delete button [2].  Note: You will be unable to delete a page if it is used as the Front Page for your course [3]. To confirm deletion of the selected pages, click the Delete button. "
How do I upload a PDF to a page in a course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-upload-a-PDF-to-a-page-in-a-course/ta-p/666,"You can upload PDFs to a page in Canvas. In Course Navigation, click the Pages link. Pages is designed to open to the front page for the course, if there is a front page selected. To select a page from the Pages Index, click the View All Pages button. Click the title of the page you want to edit. Click the Edit button. In the Rich Content Editor, place your cursor where you wish to insert the PDF document. You can embed previously uploaded documents or upload new documents. Look in the Rich Content Editor to be sure that the file was properly inserted where you left your cursor. If you look closely you will see the file name flash yellow the moment it is inserted in the page.  Click the Save button. View the PDF file by clicking on the file name [1] or Preview icon [2]."
How do I link to other Canvas pages in a course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-link-to-other-Canvas-pages-in-a-course/ta-p/787,"Within a page, you can insert links to other Canvas pages within the same course. In Course Navigation, click the Pages link. Pages is designed to open to the front page for the course, if there is a front page selected. To select a page from the Pages Index, click the View All Pages button. Click the title of the page you want to open. Click the Edit button. In the Rich Content Editor, place your cursor where you want to insert the link. You can add links to course or group content. The name of the page will appear in the Rich Content Editor and flash yellow. Then the name will turn blue, indicating it is a link. Click the Save button. View the page."
How do I set a Front Page in a course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-set-a-Front-Page-in-a-course/ta-p/797,"The Course Home Page is the first view your students will see when they enter your course. For the Course Home Page, you can customize a page from your course Pages and have it display as the Course Home Page.  If you want to change the Course Home Page to a custom page, you must first set the page as the Front Page. The Front Page is a designation that shows Canvas which page can be used for the Course Home Page. Use this page to show a welcome message, links, images, or other information for students.  Notes: In Course Navigation, click the Pages link. If a front page has been selected previously, it will display.  To view a list of all course pages, click the View All Pages button.  Locate your published page that you want to set as your Front Page [1]. Click the Options icon [2] and select the Use as Front Page link [3]. The Front Page will be indicated by a gray Front Page tag [1]. You can change the Front Page to any other page in the course by selecting the page Options icon [2]. You can also set a page as the Front Page from any individual page in your course. Click the name of any published page that you want to set as your front page. Click the Options icon [1] and select the Use as Front Page link [2]. To remove the Front Page, locate the page labeled with a Front Page tag [1]. Click the Options icon [2] and select the Remove as Front Page option [3]."
How do I add a page to the student To-Do list as an instructor?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-add-a-page-to-the-student-To-Do-list-as-an-instructor/ta-p/824,"As an instructor, you can add a page as a to-do item in the student List View Dashboard.  Pages added to the To Do list also display in the course calendar and students' course sidebar To Do list. Note: Students will not see To Do items in their Calendar iCal feed. In Course Navigation, click the Pages link. By default, Pages displays the selected front page for the course. To view the Pages Index page, click the View All Pages button. To open a page, click the page title [1].  To create a new page, click the Add Page button [2]. To add the page to the student to-do list, click the Add to student to-do checkbox [1]. Items added to the student to-do list also display in the course calendar and students' course sidebar To Do list. Add a due date in the Due Date field [2].  To save and publish the page, click the Save & Publish button [1]. If the Save & Publish button doesn't display, the page is already published. To save your changes, click the Save button [2].  View the page with the to-do date.  The page will display in students' To-Do list in the List View Dashboard as well as in the course calendar and students' course sidebar To Do list. "
How do I embed a video in a page in a course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-embed-a-video-in-a-page-in-a-course/ta-p/1125,"Canvas lets you embed video content within a page.  Notes:  In Course Navigation, click the Pages link. Pages is designed to open to the front page for the course, if there is a front page selected.  To select a page from the Pages Index, click the View All Pages button. Click the title of the page you want to view. Click the Edit button. Click the Media icon. You can upload and embed media files from your computer or Canvas.  Notes:  Click the Save button. View the video embedded into your page. "
How do I create a file link in a page in a course? ,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-create-a-file-link-in-a-page-in-a-course/ta-p/846,"As an instructor, you can add a course file to a page. In Course Navigation, click the Pages link. Pages is designed to open to the front page for the course, if there is a front page selected. To select a page from the Pages Index, click the View All Pages button. Click the title of the page you want to edit. Click the Edit button. In the Rich Content Editor, place your cursor where you wish to insert your file. You can add links to course, group, or user files. The name of the page will appear in the Rich Content Editor and flash yellow. Then the name will turn blue, indicating it is a link. Click the Save button. View the page."
How do I view the history of a page in a course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-view-the-history-of-a-page-in-a-course/ta-p/900,"When you can edit course pages, you can view the page history and see the date, time, and author of any changes made to the page. Page editors can also roll back the page content to a previous version of the page. The images shown in this lesson are for the instructor view, but the same steps apply for students who have access to edit course pages. Notes:  In Course Navigation, click the Pages link. Pages is designed to open to the front page for the course, if there is a front page selected. To select a page from the Pages Index, click the View All Pages button. Click the page you want to view.  Click the Options icon [1] and select the View Page History link [2]. By default, the page history will show the latest revision. To open a prior version of your page, click the date you want to access [1] and then click the Restore this revision link [2]. Note: Students cannot restore a prior version of a page within a course.  Canvas will restore the prior version to the most recent revision [1]. If you want to replace your current page with different content, click a different date and page revision. Note that restoring a page revision will also associate your name with the page history. To return to the current page revision, click the close icon [2]. You can also use the breadcrumb navigation [3] to return to the current page or the pages index."
How do I import SCORM files as a page? ,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-import-SCORM-files-as-a-page/ta-p/424015,"If your institution has enabled the SCORM LTI, you can upload SCORM ZIP files as assignments and as pages in your course (per the applicable package content). SCORM is a technical standard for many e-learning products and is often used to create course content. Once enabled, the SCORM Link will appear in the Course Navigation menu. SCORM packages are imported as External Tool Assignment submissions.  To enable your SCORM content as a stand-alone HTML site, you may need to re-export your SCORM content. Notes:  In Course Navigation, click the SCORM link. Click the Upload button. Select the file from your computer [1] and click the Open button [2]. Once the file is uploaded, select the object import type. Click the Choose Import Type menu [1] and select the Import as page option [2].  Notes:  Click the Go button. Note: If content does not immediately load, your LTI tool may need to be reconfigured. Please contact your admin for assistance. To view the page in Canvas or to edit the page, click the Assignment icon. View the uploaded page as a course page.  Imported SCORM pages also display on the Pages Index page. Once imported, you can assign a to-do date to the page and add it as a module item.  To preview the uploaded content, click the Preview icon.  SCORM page previews display the files they appear for students in your course.  To reset the test content, click the Reset button [1].  To close the preview window, click the Done button [2]. To delete a SCORM file, click the Delete icon. Note: If you delete a SCORM page upload in Pages, you can still view the file on the SCORM page. Clicking the Assignment icon generates an error. However, if you delete the uploaded file in the SCORM page, the page is also deleted from all other applicable Canvas locations. "
How do I use the People page in a course as an instructor?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-use-the-People-page-in-a-course-as-an-instructor/ta-p/667,"People shows all the users enrolled in your course, either added by your or your institution via SIS import.  You can also view the number of current users in a course from the Course Settings page. In Course Navigation, click the People link. The People page displays all information about the users in your course. The page is designed with global settings at the top of the page [1] followed by the generated user data [2]. Global settings include searching and filtering by user data. To search for a specific user, type the user's name in the search field [1].  To filter by role, select the Roles drop-down menu [2]. The filter will also display the number of users in each type of role (e.g. student).  You can also add a user to the course [3].  The People page also organizes all your student groups, where you can manage student groups. You can create groups to put students together to complete projects or other activities. Students can set up their own groups, which will allow them to work collaboratively. To manage course-level user options, click the global Options drop-down menu. You can view user groups [1]. User groups are the same as displayed in the global settings at the top of the page. You can view prior enrollments in the course [2]. Prior enrollments are students who were previously enrolled in the course and their enrollments have been concluded.   You can also view a summary of all student interactions in your course [3]. Interactions are recorded when you contact the student via Conversations or when you leave a comment on an assignment.  You can view registered services for each user in the course [4]. If a person has registered a social media account in Canvas, you can see that service listed and communicate with that person through any social media site they have registered. You can export a list of pairing codes for all students in your course [5]. Pairing codes are used to pair a student with an observer. This option only displays if self-registration is enabled at your institution and is only available for users with permission to generate observer pairing codes. The People page orders users alphabetically by last name. Search and filter results display the following data: Note: Viewing user details, including Login IDs and user email addresses, are course permissions. Depending on your permissions, you may not be able to view all available information in the People page.  You can also view the status for pending and inactive enrollments. Once a course is published, users receive an invitation to the course. Users who have not yet accepted the course invitation display a pending status [1]. To resend course invitations for pending users, click the Resend link [2] at the top of the page.  Users who are inactive in the course display an inactive status [3]. The inactive status allows you to view a user's prior activity in the course but does not allow the student to access the course.  To view the context card for a student, click the student's name. To manage a user in your course, click the Options icon. If you have permission in your course, you can resend course invitations and view user details. You may also be able to edit the user's course sections, edit the user's role, deactivate the user, or remove the user from the course. For Observer roles, you can also link an observer to a student.  To view the people page as a student, click the Student View button. Note: If the course navigation link for the page is disabled and hidden from students, the Student View button does not display."
How do I add users to a course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-add-users-to-a-course/ta-p/1119,"You may have already added user enrollments to your course in the Course Setup Checklist. However, you can invite users to join your course at any time if the Add People button is available in the People page. If your institution uses SIS Imports, you do not need to add any users who are part of your institution's records for the course. They will be added to the course by your admin.  Course Invitations When an enrollment is manually added to the course, Canvas generates a course invitation once the course is published. The user must accept the course invitation to participate in the course. Until the user accepts the course invitation, the user's status will display as pending. Note that when a user receives an enrollment invitation for a custom role, the invitation displays the name of the base role. In Canvas accounts, admins can allow Open Registration, which allows you to add users to a course even if the users do not yet have a Canvas account. The user will create an account as part of accepting the course invitation. However, if Open Registration is not enabled, you can only add users to your course who already have an account in Canvas. If your institution is part of a trust account, searching for a user may display a search result associated with another institution. Trust accounts allow users to be added with the same credentials across multiple institutions. Users are not sent a course invitation until the course start date. (The start date is commonly the term date, unless the term is being overridden by a specific course or section date in Course Settings.) Additionally, courses must be published for students to receive course invitations.  Please note that users invited to a course in an observer role are not sent a course invitation unless they do not already have a Canvas account. Observer enrollments without a Canvas account must create an account before they can log in to the course. User Roles When manually adding users to a course, you can add a user into any available role, including custom roles as created by your admin. If you are not sure about what permissions are allowed for a specific role in your institution, please contact your Canvas admin.  Standard roles include Teaching Assistants (TAs), Observers, and Designers:  Multiple Sections If you want to add the same person to different sections, you can enroll them in one section and then add them to additional sections later.    Notes:  In Course Navigation, click the People link. Click the Add People button. To add a user, you can search for users with up to one of three options: email address, login ID, or SIS ID.  To select a search option, click the button for your preferred search method.  Note: If you are copying and pasting user information from a spreadsheet, you do not have to filter out information that does not apply to your search option. For instance, if you copy in a line with an email address and login ID and select the login ID search option, Canvas will disregard the email address and only search for users with the entered login ID.  However, please note that currently Canvas only supports single-line entries separated by commas; multiple-line entries separated by spaces will be supported in a future release. By default, the search field is set to search by email address [1]. In the text field [2], enter the email address for the user. You can copy and paste multiple users at one time, such as from a comma separated value (CSV) file, by placing a comma or line break between users. When searching by email address, the user's institution-assigned email address should be used whenever possible. For the majority of institutions, each user should have an email address associated with the user's account and may be the same as the user's login ID. Instructors can add users through one of several formats, which also support user names:  Email addresses can be enclosed by less than ( < ) or greater than ( > ) symbols, although it is not required. To add a user by login ID, select the login ID button [1]. In the text field [2], enter the login ID for the user. You can copy and paste multiple login IDs at one time by placing a comma or line break between login IDs.  When searching by login ID, you should use the login ID format found in the Canvas login page for your institution (e.g. username, student ID, etc.). The example format in the login ID field may differ from the format used in your institution. If you are not sure how to format users for your institution in the text field, please contact your Canvas admin. Login IDs do not support entries that include a user's name; any entered content in the Login ID search field will be included as the search content.  If your institution allows you to view SIS IDs in your course, you can also search for users by SIS ID.  To search for users by SIS ID, select the SIS ID button [1]. In the text field [2], enter the SIS ID for the user. You can copy and paste multiple SIS IDs at one time by placing a comma or line break between SIS IDs.  SIS IDs do not support entries that include a user's name; any entered content in the SIS ID search field will be included as the search content.  Note: The SIS ID button only displays for users with SIS permissions. In the Role drop-down menu [1], assign the user(s) a role for the course based on available course roles. In the Section drop-down menu [2], assign the user(s) a section in the course. If you want to limit the user(s) to only interact with other users in their section, click the Can interact... checkbox [3]. Click the Next button [4]. Note: If you are adding multiple users at the same time, all users inherit the same role and section. If Canvas finds an existing user, you can confirm the user before adding the user to the course [1].  The user's name displays in the page along with the user's information you used in the user search. Although Canvas may display additional search columns, existing information in a user's account will not be displayed. When you are ready, click the Add Users button [2].  If Canvas did not find your intended user, you can click the Start Over button [3]. If Open Registration is disabled for your institution and Canvas is not able to find a match for the user(s), Canvas will notify you that a match was not found.  To try a new search, click the Back button. If Open Registration is enabled for your institution and Canvas is not able to find a match for the user(s), you can choose to add the user(s) to your course. Canvas may ask you if you want to create a new user account if the user does not have a username in the course's account, the user's email address is linked to another user within the account, or the institution does not use delegated authentication.  To add all users in the search results, click the Select All checkbox [1]. To add an individual user, click the checkbox next to the user's name [2]. If you searched for users in a format that includes a user’s name, any selected users will automatically include the users' names in the enrollment list [1]. You can make adjustments to the user name, if necessary. If the user’s name was not included, you can choose to add a name to associate with the user’s email address [2]. Otherwise, Canvas will use the user’s email address as the user’s name. Click the Next button [3]. If you add a user via email and their email address has not been verified, you may see an error message. If you are unable to add a user with an unverified email to your course, you must wait for the user to verify their email address, or add the user by either SIS ID or Login ID. If you want to add a user via a login or SIS ID, you can choose to add a name to associate with the user [1]. You are also required to include an email address for the user [2].  If no user name is entered, Canvas will use the user’s email address as the user’s name. Once you have entered an email address, you can click the Next button [3]. Confirm the users you are adding to the course via your selected search method. Click the Add Users button. Until the user accepts the course invitation, the user's status will display as pending. Note that observer invitations will only show as pending if the invited observer does not already have a Canvas account.  If you added a user without a Canvas account, the user can create an account as part of the course invitation process. Once the user has accepted the course invitation, you can interact with the user in the course. You can also send messages to the user via Conversations. If necessary, you may be able to edit a user's role in Canvas.  Note: It could take up to 24 hours for users to receive their invitations. Canvas will not consider the user to be enrolled—and won't recognize the user anywhere in Canvas—until the invitation has been accepted. If necessary, you can resend course invitations."
How do I resend student invitations to a course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-resend-student-invitations-to-a-course/ta-p/1219,"If a user has been manually added to a course but has not yet accepted the course invitation after a period of time, you can resend the course invitation. You must allow at least 24 hours before resending a course invitation. Note: Users are not sent a course invitation until the course participation start date. (The start date is commonly the term date, unless the term is being overridden by a specific course or section participation date in Course Settings.) Additionally, courses must be published for students to receive course invitations.  In Course Navigation, click the People link. User enrollments display as pending until the course invitation is accepted. To resend an invitation, locate the user's name and click the Options icon [1], then select the Resend Invitation link [2]. To resend all pending invitations, click the Resend link. Note: The Resend link does not display until at least 24 hours after a user received the course invitation."
How do I view a context card for a student in a course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-view-a-context-card-for-a-student-in-a-course/ta-p/608,"You can click a student's name anywhere in Canvas to view a summary of the student's progress in the course. Context cards do not apply outside a course, such as in the Conversations Inbox. Student context cards provide insights and context about the student. Context cards are meant to be a simplified overview of a student’s progress. The context is generated from grades in the Gradebook and standard page view and participation activity in course analytics. Mobile data is not included unless a user accesses Canvas directly through a mobile browser, or if a user accesses content within the mobile app that redirects to a mobile browser. Context Card Users Context cards only apply to users with student roles; they are not supported for user names where the user is not a student (e.g. observer, TA, or other instructor). Clicking links for non-student roles will always direct to the user’s details page or profile page (if your institution has enabled the Profiles feature). Context Card Link Locations This lesson shows how to view a context card for a student from the People page. Other areas where student names display in courses include announcement and discussion replies, the Gradebook, and the Moderate page for moderated assignments. Current exceptions include links in groups and student links in the Course Analytics page, which link to the student’s individual analytics page. Note: If the final grade override feature is enabled, the override grade will display as the student's current grade. In Course Navigation, click the People link. In the search field [1], search for the name of the student. You can also filter users by student role in the Roles drop-down menu [2]. Click the name of the student. The context card displays in a separate window within the page. At the top of the card, you can view overview information about the student:   Users who have permission to act as other users can also view a Act as User link to quickly act as the student. The grading section gives an overview of the student's course grade. The student's current grade displays as shown in the Gradebook according to grading scheme [1].  For courses using Multiple Grading Periods, the context card only displays the grade for the current grading period. Note that the grading period view in the Gradebook does not influence the grade display; the student context card always displays the current grading period, regardless of whether you view a prior or future grading period. The card also shows the number of missing assignments [2] and late assignments [3]. Missing assignments are based on course analytics data, which generates data for online submission assignments in Canvas. For submissions not submitted online, assignment calculations may not be entirely accurate as they are attempted based on the assignment’s grade and when the assignment was graded. Late assignments are based on assignment due date.  In the Last Graded Items section [4], you can view a maximum of the student's last 10 recently graded assignments along with the assignment’s grade, shown according to grading scheme. If the grading scheme does not fit in the window, the grades default to points. To view the name of an assignment, hover over a graded item [5]. To view submission details for the assignment, click the graded item. The activity section provides an overview of the student's participation compared to other students in the course. It is not meant to be an exact comparison and is based on the standard deviation of the student's participation [1] and page views [2] in the course.  The activity level is indicated by stars that represent no participation, low participation, moderate participation, and high participation. Students with no page views receive zero stars. Students whose participation falls in the lowest quartile of course activity receive one star. Students whose participation falls in the middle two quartiles receive two stars. Students whose participation falls in the top quartile receive three stars.  Participation information may help you quickly identify at-risk students in your course. For instance, a student with both high participation and high page views is probably a high-performance student who submits coursework and participates in course discussions, assignments, and other activities. A student with no participation or page views is most likely not engaged in the course and may need some assistance or participation encouragement. Note: More accurate details about course activity can be viewed by accessing the student's analytics page or user details page, both of which may be available to you to access from the Student overview section of the context card. To close the context card, click the Close icon."
How do I view user details for an enrollment in a course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-view-user-details-for-an-enrollment-in-a-course/ta-p/1216,"The user details page shows a user's profile picture, memberships, and recent messages, as well as other data.  Notes:  In Course Navigation, click the People link. In the search field [1], search for the name of the user. You can also filter users by role in the Roles drop-down menu [2]. Click the user's Options icon [1], then select the User Details link [2]. The User Details page displays details about the user.  In the user's Name and Email section, you can view the user's name [1], profile picture (if enabled by your institution) [2], default email [3], and time zone [4].  If the user has an inappropriate profile picture, you can remove it by clicking the Remove avatar picture link. Note: Viewing user email addresses is a course permission. Depending on your permissions, you may not be able to view a user's email address. To view membership details about the user, click the more user details link [1]. You can view the user's course enrollment and user role [2]. If the user is assigne a custom role, currently only the base role is displayed. Depending on your course permissions, you may also be able to conclude the enrollment [3] and delete the enrollment [4].  You can also view and manage user course section limitations [5] and the Last Day Attended field [6]. The Recent Messages section shows the user's recent activity in announcements and discussions, if any. If you have the appropriate permissions, the sidebar may also include links to additional information about the user:"
How do I view a user's profile in a course as an instructor? ,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-view-a-user-s-profile-in-a-course-as-an-instructor/ta-p/1087,"If your institution has enabled the Profiles feature for your institution, Profiles allows you to view a user's name, preferred contact methods, and any custom URLs added to the user's account. Users can edit their profile from the User Navigation Menu. Notes:  In Course Navigation, click the People link. In the search field [1], search for the name of the user. You can also filter users by role in the Roles drop-down menu [2]. Click the user's Options icon [1], then select the User Details link [2]. In the user's profile, you can view the user's name and profile picture (if enabled by your institution). If the user allows, you may also be able to view contact information and a biography. If the user has an inappropriate profile picture, you can report the image to your Canvas admin by hovering over the picture and clicking the Flag icon. In the Enrollments section, you can view all the active course and group enrollments for the student in any courses and groups where you are the instructor. In the Links section, you can add any links added to the user's profile. The Memberships section [2] shows the user's course enrollment and user role, as well as any course privileges. Note: If the user was assigned a custom role, currently only the base role is displayed. If you have the appropriate permissions, the sidebar may also include links to additional information about the user:"
How do I record the last day a user attended a course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-record-the-last-day-a-user-attended-a-course/ta-p/603,"You can record the day a student last attended a course. The last attended date is recorded in the user details page. Dates must be entered for each student individually. Notes:  In Course Navigation, click the People link. In the search field [1], enter the name of the user. You can also filter users by role in the Roles drop-down menu [2]. Click the user's Options icon [1], then select the User Details link [2]. Locate the Membership Section in the user details page. If your institution has enabled Profiles, the Membership Section displays directly in the page. If Profiles is not enabled for your institution, you can view the Membership Section by clicking the more user details link. Click the Last Day Attended field [1] and click the last day the student attended in the calendar [2].  You can also type a date directly in the text field. View the last attended date in the text field."
How do I limit a user to only interact with other users in the same course section?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-limit-a-user-to-only-interact-with-other-users-in-the/ta-p/1211,"If your course includes multiple sections, you can limit users in a section to only see users enrolled in the same section. This option is useful when several sections have been cross-listed into a single course.  You can set limitations when adding users to a course, or after students have already been added to the course.  Limiting students to interact by section only affects Collaborations, People, and Conversations. When enrolling instructors and TAs, section limitations allow those users to grade students in their same section(s).  Discussion topics and Pages are not affected by section limitations and can be viewed by any student. These feature areas could be restricted by creating content in course groups. Notes:  In Course Navigation, click the People link. In the search field [1], search for the name of the user. You can also filter users by role in the Roles drop-down menu [2]. Click the user's Options icon [1], then select the User Details link [2]. Locate the Membership Section in the user details page.  If your institution has enabled Profiles, the Membership page displays directly in the page. If Profiles is not enabled for your institution, you can view the Membership Section by clicking the more user details link. Click the Limit this user to only see fellow section users link. Verify the user can only view students in their section. Note: If you want to allow the student to view students in any course section again, click the let this user see all course users link."
How do I edit user roles in a course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-edit-user-roles-in-a-course/ta-p/748,"Once users have been added to your course, you may be able to edit the enrollment type for a user in the course through the People page. This feature allows you to make modifications to course enrollment types without having to delete the existing enrollment. Role edits do not require the user to accept a new course invitation. If a user was added to the course with multiple roles, selecting a new role overwrites all the user's current enrollments with the new edited role. If a user is enrolled in multiple sections, the edited role applies to all sections. Notes: In Course Navigation, click the People link. In the search field [1], search for the name of the user. You can also filter users by role in the Roles drop-down menu [2]. Click the user's Options icon [1], then select the Edit Role link [2]. Click the Role drop-down menu [1], then select the new role for the user [2].  Note: Depending on your user permissions, you may not be able to select from all user roles in your course. If a user has multiple roles in the course, selecting a new role overwrites all the user's current enrollments.  Click the Update button."
How do I edit sections for an enrollment in a course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-edit-sections-for-an-enrollment-in-a-course/ta-p/895,"Once users have been added to your course, you may be able to edit their course section from the People page. This feature allows you to make modifications to course sections without having to delete the section enrollment.  If a user has not already accepted the course enrollment, editing the course section still requires the user to accept the course invitation. However, if a user has already accepted the initial course enrollment, editing a section does not require the user to accept a new course invitation. If a user was added to multiple sections in the course with the same user role, adding a section or editing a current section retains the user role given with the course enrollment. However, if the user has multiple user roles, a section edit is associated with the last user role given to the user. Learn how to edit user roles. Notes:  In Course Navigation, click the People link. In the search field [1], search for the name of the user. You can also filter users by role in the Roles drop-down menu [2]. Click the user's Options icon [1], then select the Edit Sections link [2]. Canvas will show you the section(s) where the user is already enrolled. To add a section, begin typing the name of the section in the text field [1] and click the section when it appears [2]. Note: Users can be in more than one section. You do not need to remove the original section. To remove a student from a section, click the Remove icon. To update section enrollments, click the Update button."
How do I deactivate an enrollment in a course? ,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-deactivate-an-enrollment-in-a-course/ta-p/750,"You may be able to deactivate an enrollment in your course within your course Settings in Canvas. An inactive enrollment retains prior activity in a course but does not allow the student to access course content. This status can be used for students who do not pay tuition or drop the course at a future date. Inactive students do not appear in any messaging lists within the course and cannot be added to a group. Grades for inactive students still display in the Gradebook and can be edited like other students.  Any previous course activity for the student is not removed from the course. If a student had previously participated in a discussion or group before being deactivated, the inactive status displays next to that student's name in discussions and groups. However, students can view the student's name but will not know the student is inactive. To see course participation for an inactive enrollment compared to other enrollment types, view the Canvas Enrollment Status Comparison resource document. Note: Enrollments may be added by your institution's student information system (SIS). If an enrollment includes an SIS ID, you cannot deactivate an enrollment from the course. Additionally, deactivating enrollments is a course permission. If you cannot deactivate enrollments in your course, your institution has restricted this feature. In Course Navigation, click the People link. In the search field [1], search for the name of the user. You can also filter users by role in the Roles drop-down menu [2]. Click the user's Options icon [1], then select the Deactivate User link [2]. Click the OK button. If you want to re-activate the user at a later time, click the user's Options icon [1], then select the Re-activate User link [2]."
How do I conclude an enrollment in a course?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-conclude-an-enrollment-in-a-course/ta-p/744,"If a course is defined by term, course, or section dates, all enrollments are automatically concluded as defined by the term, course, or section end date. A course can also be manually concluded at any time, which affects all enrollments.  However, as an instructor you may need to conclude an individual enrollment before the end date. Concluding an enrollment allows the user to view a course in read-only mode. This means the user will be able to access the course but not be able to submit assignments, participate in discussions, or send/receive conversation messages in the course. The user's analytics will still be available. Once a course is concluded, if you do not want students to view prior course content, you can restrict students from viewing prior courses.  You can also restore an enrollment if necessary. To see course participation for a concluded enrollment as compared to other enrollment types, view the Canvas Enrollment Status Comparison resource document. Note: Enrollments may be added by your institution's student information system (SIS). You can conclude enrollments that include an SIS ID, but you cannot delete an enrollments with an SIS ID. Additionally, concluding enrollments is a course permission. If you cannot conclude enrollments in your course, your institution has restricted this feature. In Course Navigation, click the People link. In the search field [1], search for the name of the user. You can also filter users by role in the Roles drop-down menu [2]. Click the user's Options icon [1], then select the User Details link [2]. Locate the Membership Section in the user details page.  If your institution has enabled Profiles, the Membership page displays directly in the page. If Profiles is not enabled for your institution, you can view the Membership Section by clicking the more user details link. Click the Conclude or Conclude this Enrollment link. Click the OK button."
